address_components,formatted_address,partial_match,place_id,types,geometry.bounds.northeast.lat,geometry.bounds.northeast.lng,geometry.bounds.southwest.lat,geometry.bounds.southwest.lng,geometry.location.lat,geometry.location.lng,geometry.location_type,geometry.viewport.northeast.lat,geometry.viewport.northeast.lng,geometry.viewport.southwest.lat,geometry.viewport.southwest.lng,former_id,maps_query,plus_code.compound_code,plus_code.global_code
"[{'long_name': '567', 'short_name': '567', 'types': ['street_number']}, {'long_name': 'Rua Francisco Anacleto da Silva', 'short_name': 'R. Francisco Anacleto da Silva', 'types': ['route']}, {'long_name': 'Doutor Silvio Leite', 'short_name': 'Dr. Silvio Leite', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Boa Vista', 'short_name': 'Boa Vista', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Roraima', 'short_name': 'RR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '69318', 'short_name': '69318', 'types': ['postal_code', 'postal_code_prefix']}]","R. Francisco Anacleto da Silva, 567 - Dr. Silvio Leite, Boa Vista - RR, 69318, Brazil",True,ChIJQfZsPBQFk40RftvFX0aDrDE,['premise'],2.8222389,-60.74037629999999,2.8220024,-60.7409319,2.8221688,-60.7406142,ROOFTOP,2.823486930291502,-60.7393051197085,2.820788969708498,-60.7420030802915,196,"SENADOR HELIO DA COSTA CAMPOS E.E.,RUA FRANCISCA ANA CLETO DA SILVA, 567,DR. SILVIO LEITE,BOA VISTA,RR",,
"[{'long_name': '567', 'short_name': '567', 'types': ['street_number']}, {'long_name': 'Avenida São Joaquim', 'short_name': 'Av. São Joaquim', 'types': ['route']}, {'long_name': 'Doutor Silvio Leite', 'short_name': 'Dr. Silvio Leite', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Boa Vista', 'short_name': 'Boa Vista', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Roraima', 'short_name': 'RR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '69314-316', 'short_name': '69314-316', 'types': ['postal_code']}]","Av. São Joaquim, 567 - Dr. Silvio Leite, Boa Vista - RR, 69314-316, Brazil",True,ChIJ9w8cKHQGk40RWRW2Yz27PYo,"['establishment', 'point_of_interest', 'school']",,,,,2.8221179,-60.7406251,ROOFTOP,2.823544880291502,-60.73927276970849,2.820846919708498,-60.74197073029151,196,"SENADOR HELIO DA COSTA CAMPOS E.E.,RUA FRANCISCA ANA CLETO DA SILVA, 567,DR. SILVIO LEITE,BOA VISTA,RR","R7C5+RP Doutor Silvio Leite, Boa Vista - RR, Brazil",67JXR7C5+RP
"[{'long_name': 'Cantá', 'short_name': 'Cantá', 'types': ['locality', 'political']}, {'long_name': 'Cantá', 'short_name': 'Cantá', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Roraima', 'short_name': 'RR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '69390-000', 'short_name': '69390-000', 'types': ['postal_code']}]","Cantá, RR, 69390-000, Brazil",True,ChIJ27OOI5f4ko0RSJDqULBq2mQ,"['locality', 'political']",2.6154252,-60.5969811,2.6074941,-60.6085253,2.6101143,-60.6010943,APPROXIMATE,2.6154252,-60.5969811,2.6074941,-60.6085253,197,"JOSE AURELIANO DA COSTA E.E.,RUA FRANCISCO CUNHA S/N - SEDE,CENTRO,CANTÁ,RR",,
"[{'long_name': 'Cantá', 'short_name': 'Cantá', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'State of Roraima', 'short_name': 'RR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '69390-000', 'short_name': '69390-000', 'types': ['postal_code']}]","Cantá - State of Roraima, 69390-000, Brazil",True,ChIJYbHpbRSIko0RPjr_3DTlQAI,"['administrative_area_level_2', 'political']",2.8849078,-60.14941320000001,1.7063476,-61.0529922,2.6101056,-60.6011329,APPROXIMATE,2.8849078,-60.14941320000001,1.7063476,-61.0529922,197,"JOSE AURELIANO DA COSTA E.E.,RUA FRANCISCO CUNHA S/N - SEDE,CENTRO,CANTÁ,RR",,
"[{'long_name': '1121', 'short_name': '1121', 'types': ['street_number']}, {'long_name': 'Rua General Penha Brasil', 'short_name': 'R. Gen. Penha Brasil', 'types': ['route']}, {'long_name': 'São Francisco', 'short_name': 'São Francisco', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Boa Vista', 'short_name': 'Boa Vista', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Roraima', 'short_name': 'RR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '69305-130', 'short_name': '69305-130', 'types': ['postal_code']}]","R. Gen. Penha Brasil, 1121 - São Francisco, Boa Vista - RR, 69305-130, Brazil",True,ChIJCZSYJuMFk40RvbLOAQacrkM,"['establishment', 'local_government_office', 'point_of_interest']",,,,,2.8317795,-60.6783029,ROOFTOP,2.833174080291502,-60.6768597197085,2.830476119708498,-60.67955768029151,198,"S.E.A.P.A. SECRETARIA DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO,RUA GENERAL PENHA BRASIL, 1121,SAO FRANCISCO,BOA VISTA,RR","R8JC+PM São Francisco, Boa Vista - RR, Brazil",67JXR8JC+PM
"[{'long_name': '198', 'short_name': '198', 'types': ['street_number']}, {'long_name': 'Rua Guatemala', 'short_name': 'R. Guatemala', 'types': ['route']}, {'long_name': 'Cauamé', 'short_name': 'Cauamé', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Boa Vista', 'short_name': 'Boa Vista', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Roraima', 'short_name': 'RR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '69311-071', 'short_name': '69311-071', 'types': ['postal_code']}]","R. Guatemala, 198 - Cauamé, Boa Vista - RR, 69311-071, Brazil",True,Ej5SLiBHdWF0ZW1hbGEsIDE5OCAtIENhdWFtw6ksIEJvYSBWaXN0YSAtIFJSLCA2OTMxMS0wNzEsIEJyYXppbCIxEi8KFAoSCc89jl9lD5ONEUoscOB_4FiNEMYBKhQKEgndMVkqZQ-TjRFSZr8OIC0QNA,['street_address'],,,,,2.8501625,-60.7107379,RANGE_INTERPOLATED,2.851511480291502,-60.70938891970849,2.848813519708498,-60.7120868802915,199,"JAEL DA SILVA BARRADAS C.E.I.,RUA GUATEMALA, 198 CRUCE CON RUA URUGUAI,CAUAMÉ,BOA VISTA,RR",,
"[{'long_name': '192', 'short_name': '192', 'types': ['street_number']}, {'long_name': 'Rua Guatemala', 'short_name': 'R. Guatemala', 'types': ['route']}, {'long_name': 'Cauamé', 'short_name': 'Cauamé', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Boa Vista', 'short_name': 'Boa Vista', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Roraima', 'short_name': 'RR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '69311-071', 'short_name': '69311-071', 'types': ['postal_code']}]","R. Guatemala, 192 - Cauamé, Boa Vista - RR, 69311-071, Brazil",True,ChIJV7XoyHoPk40RnhUDG13UAQM,"['establishment', 'point_of_interest', 'school']",,,,,2.8499868,-60.71100569999999,ROOFTOP,2.851301180291502,-60.70960516970849,2.848603219708498,-60.7123031302915,199,"JAEL DA SILVA BARRADAS C.E.I.,RUA GUATEMALA, 198 CRUCE CON RUA URUGUAI,CAUAMÉ,BOA VISTA,RR","R7XQ+XH Cauamé, Boa Vista - RR, Brazil",67JXR7XQ+XH
"[{'long_name': '410', 'short_name': '410', 'types': ['street_number']}, {'long_name': 'Rua HC-14', 'short_name': 'R. HC-14', 'types': ['route']}, {'long_name': 'Senador Hélio Campos', 'short_name': 'Sen. Hélio Campos', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Boa Vista', 'short_name': 'Boa Vista', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Roraima', 'short_name': 'RR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '69313-022', 'short_name': '69313-022', 'types': ['postal_code']}]","R. HC-14, 410 - Sen. Hélio Campos, Boa Vista - RR, 69313-022, Brazil",True,ChIJYeJ5uzIbk40RSZcZ4VvURPw,"['establishment', 'point_of_interest', 'school']",,,,,2.803608,-60.76794,ROOFTOP,2.804817780291502,-60.76658261970849,2.802119819708498,-60.7692805802915,200,"LUIZ CANARA E.M.,RUA HC-14, 410,SENADOR HELIO CAMPOS,BOA VISTA,RR","R63J+CR Senador Hélio Campos, Boa Vista - RR, Brazil",67JXR63J+CR
"[{'long_name': '1264', 'short_name': '1264', 'types': ['street_number']}, {'long_name': 'Rua Horácio Mardel de Magalhães', 'short_name': 'R. Horácio Mardel de Magalhães', 'types': ['route']}, {'long_name': 'Tancredo Neves', 'short_name': 'Tancredo Neves', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Boa Vista', 'short_name': 'Boa Vista', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Roraima', 'short_name': 'RR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '69313-492', 'short_name': '69313-492', 'types': ['postal_code']}]","R. Horácio Mardel de Magalhães, 1264 - Tancredo Neves, Boa Vista - RR, 69313-492, Brazil",True,ChIJodgGzQ4Fk40RxdQ2rEzwAaI,['premise'],2.8195615,-60.72729829999999,2.81945,-60.7274758,2.8195081,-60.7274049,ROOFTOP,2.820854730291502,-60.72606716970849,2.818156769708498,-60.7287651302915,201,"PROFESSOR CARLOS RAIMUNDO RODRIGUES E.M.,RUA HORÁCIO MARDEL DE MAGALHÃES, 1264,TANCREDO NEVES,BOA VISTA,RR",,
"[{'long_name': '1265', 'short_name': '1265', 'types': ['street_number']}, {'long_name': 'Rua Horácio Mardel de Magalhães', 'short_name': 'R. Horácio Mardel de Magalhães', 'types': ['route']}, {'long_name': 'Tancredo Neves', 'short_name': 'Tancredo Neves', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Boa Vista', 'short_name': 'Boa Vista', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Roraima', 'short_name': 'RR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '69305-520', 'short_name': '69305-520', 'types': ['postal_code']}]","R. Horácio Mardel de Magalhães, 1265 - Tancredo Neves, Boa Vista - RR, 69305-520, Brazil",True,ChIJ88mtzw4Fk40Rqcn4DVmOAdk,"['establishment', 'point_of_interest', 'school']",,,,,2.8195437,-60.7278081,ROOFTOP,2.820883480291501,-60.72632171970849,2.818185519708498,-60.7290196802915,201,"PROFESSOR CARLOS RAIMUNDO RODRIGUES E.M.,RUA HORÁCIO MARDEL DE MAGALHÃES, 1264,TANCREDO NEVES,BOA VISTA,RR","R79C+RV Tancredo Neves, Boa Vista - RR, Brazil",67JXR79C+RV
"[{'long_name': '112', 'short_name': '112', 'types': ['street_number']}, {'long_name': 'Rua Bento Brasil', 'short_name': 'R. Bento Brasil', 'types': ['route']}, {'long_name': 'Centro', 'short_name': 'Centro', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Boa Vista', 'short_name': 'Boa Vista', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Roraima', 'short_name': 'RR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '69301-340', 'short_name': '69301-340', 'types': ['postal_code']}]","R. Bento Brasil, 112 - Centro, Boa Vista - RR, 69301-340, Brazil",True,ChIJMcmAtnAGk40ROuTeSTumsCo,['street_address'],,,,,2.8160195,-60.6687737,ROOFTOP,2.817320530291502,-60.66740931970849,2.814622569708499,-60.6701072802915,202,"EUCLIDES DA CUNHA E.E.,RUA INÁCIO MAGALHÃES COM BENTO BRASIL, 112W,CENTRO,BOA VISTA,RR","R88J+CF Centro, Boa Vista - RR, Brazil",67JXR88J+CF
"[{'long_name': '112', 'short_name': '112', 'types': ['street_number']}, {'long_name': 'Rua Bento Brasil', 'short_name': 'R. Bento Brasil', 'types': ['route']}, {'long_name': 'Centro', 'short_name': 'Centro', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Boa Vista', 'short_name': 'Boa Vista', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Roraima', 'short_name': 'RR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '69301-340', 'short_name': '69301-340', 'types': ['postal_code']}]","R. Bento Brasil, 112 - Centro, Boa Vista - RR, 69301-340, Brazil",True,ChIJ4bKy1goHk40RJ4wfbx_gRgE,"['establishment', 'point_of_interest', 'primary_school', 'school']",,,,,2.8160195,-60.6687737,ROOFTOP,2.817427230291501,-60.6675172697085,2.814729269708498,-60.67021523029151,202,"EUCLIDES DA CUNHA E.E.,RUA INÁCIO MAGALHÃES COM BENTO BRASIL, 112W,CENTRO,BOA VISTA,RR","R88J+CF Centro, Boa Vista - RR, Brazil",67JXR88J+CF
"[{'long_name': 'Jóquei Clube', 'short_name': 'Jóquei Clube', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Boa Vista', 'short_name': 'Boa Vista', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Roraima', 'short_name': 'RR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}]","Jóquei Clube, Boa Vista - RR, Brazil",True,ChIJKVE1xvAEk40R4hBin51Oz4w,"['political', 'sublocality', 'sublocality_level_1']",2.8087657,-60.7154034,2.7928795,-60.7339492,2.8032572,-60.7203561,APPROXIMATE,2.8087657,-60.7154034,2.7928795,-60.7339492,203,"MENINO JESUS DE PRAGA P.E.,RUA ITAJARA, 225 - 3626-2110 / 3626-1107(PÚBLICO),JOQUEI CLUBE,BOA VISTA,RR",,
"[{'long_name': 'Vila da Penha', 'short_name': 'Vila da Penha', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Rio de Janeiro', 'short_name': 'Rio de Janeiro', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'State of Rio de Janeiro', 'short_name': 'RJ', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}]","Vila da Penha, Rio de Janeiro - State of Rio de Janeiro, Brazil",True,ChIJgTjX8J98mQAR6RdZDghNyFU,"['political', 'sublocality', 'sublocality_level_1']",-22.836055,-43.3012735,-22.850496,-43.3179551,-22.8440802,-43.3094623,APPROXIMATE,-22.836055,-43.3012735,-22.850496,-43.3179551,204,"ESCOLA NOSSA SENHORA DA PENHA,RUA IZABEL SANTIAGO, S/N,VILA DA PENHA,MUCAJAÍ,RR",,
"[{'long_name': 'Mucajaí', 'short_name': 'Mucajaí', 'types': ['locality', 'political']}, {'long_name': 'Mucajaí', 'short_name': 'Mucajaí', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Roraima', 'short_name': 'RR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '69340-000', 'short_name': '69340-000', 'types': ['postal_code']}]","Mucajaí, RR, 69340-000, Brazil",True,ChIJteLyni6Vko0RzSNFapR0WEY,"['locality', 'political']",2.4620398,-60.89762080000001,2.4179099,-60.9407331,2.4470932,-60.91878449999999,APPROXIMATE,2.4620398,-60.89762080000001,2.4179099,-60.9407331,204,"ESCOLA NOSSA SENHORA DA PENHA,RUA IZABEL SANTIAGO, S/N,VILA DA PENHA,MUCAJAÍ,RR",,
"[{'long_name': 'Mucajaí', 'short_name': 'Mucajaí', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'State of Roraima', 'short_name': 'RR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}]","Mucajaí - State of Roraima, Brazil",True,ChIJzXxCubsO7Y0R3ZLzR1U61w4,"['administrative_area_level_2', 'political']",2.9484051,-60.8349528,2.1030999,-63.0820001,2.4470769,-60.9187276,APPROXIMATE,2.9484051,-60.8349528,2.1030999,-63.0820001,204,"ESCOLA NOSSA SENHORA DA PENHA,RUA IZABEL SANTIAGO, S/N,VILA DA PENHA,MUCAJAÍ,RR",,
"[{'long_name': '2425-2483', 'short_name': '2425-2483', 'types': ['street_number']}, {'long_name': 'Rua Izidio Galdino da Silva', 'short_name': 'R. Izidio Galdino da Silva', 'types': ['route']}, {'long_name': 'Senador Hélio Campos', 'short_name': 'Sen. Hélio Campos', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Boa Vista', 'short_name': 'Boa Vista', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Roraima', 'short_name': 'RR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '69303', 'short_name': '69303', 'types': ['postal_code', 'postal_code_prefix']}]","R. Izidio Galdino da Silva, 2425-2483 - Sen. Hélio Campos, Boa Vista - RR, 69303, Brazil",True,ChIJmarels4Ek40R57sg_3tFUzU,"['establishment', 'local_government_office', 'point_of_interest']",,,,,2.7969897,-60.7611795,ROOFTOP,2.798441430291502,-60.75983581970849,2.795743469708498,-60.7625337802915,205,"CASA DO CIDADÃO - MARIA DOS PRAZERES MOTA,RUA IZIDIO GALDINO DA SILVA, 2469,SENADOR HELIO CAMPOS,BOA VISTA,RR","Q6WQ+QG Senador Hélio Campos, Boa Vista - RR, Brazil",67JXQ6WQ+QG
"[{'long_name': '2469', 'short_name': '2469', 'types': ['street_number']}, {'long_name': 'Rua Izidio Galdino da Silva', 'short_name': 'R. Izidio Galdino da Silva', 'types': ['route']}, {'long_name': 'Jardim Equatorial', 'short_name': 'Jardim Equatorial', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Boa Vista', 'short_name': 'Boa Vista', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Roraima', 'short_name': 'RR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '69316-516', 'short_name': '69316-516', 'types': ['postal_code']}]","R. Izidio Galdino da Silva, 2469 - Jardim Equatorial, Boa Vista - RR, 69316-516, Brazil",True,ChIJ2z5fls4Ek40RDxhDW8xhADc,['street_address'],,,,,2.796898,-60.7611295,ROOFTOP,2.798396730291502,-60.75978826970849,2.795698769708498,-60.7624862302915,205,"CASA DO CIDADÃO - MARIA DOS PRAZERES MOTA,RUA IZIDIO GALDINO DA SILVA, 2469,SENADOR HELIO CAMPOS,BOA VISTA,RR","Q6WQ+QG Jardim Equatorial, Boa Vista - RR, Brazil",67JXQ6WQ+QG
"[{'long_name': 'Buritis', 'short_name': 'Buritis', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Boa Vista', 'short_name': 'Boa Vista', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Roraima', 'short_name': 'RR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}]","Buritis, Boa Vista - RR, Brazil",True,ChIJERI-XLEFk40RYDRCmgG_PDE,"['political', 'sublocality', 'sublocality_level_1']",2.8273324,-60.70372519999999,2.8068661,-60.713046,2.8189353,-60.7085911,APPROXIMATE,2.8273324,-60.70372519999999,2.8068661,-60.713046,206,"GIRASSOL E.E.F.,RUA JANGO DE MENEZES 1.082,BURITIS,BOA VISTA,RR",,
"[{'long_name': '405', 'short_name': '405', 'types': ['street_number']}, {'long_name': 'Rua Jericó', 'short_name': 'R. Jericó', 'types': ['route']}, {'long_name': 'Nova Canaã', 'short_name': 'Nova Canaã', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Boa Vista', 'short_name': 'Boa Vista', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Roraima', 'short_name': 'RR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '69314-408', 'short_name': '69314-408', 'types': ['postal_code']}]","R. Jericó, 405 - Nova Canaã, Boa Vista - RR, 69314-408, Brazil",True,ChIJIwwkcRwFk40Rsc6x4FH4Tx8,['premise'],2.8122688,-60.7368677,2.8121901,-60.7369248,2.8122368,-60.7369032,ROOFTOP,2.813578430291502,-60.7353836197085,2.810880469708498,-60.73808158029151,207,"NOVA CANAA E.M.,RUA JERICO 405 - 3627-7026,NOVA CANAA,BOA VISTA,RR",,
"[{'long_name': '2117', 'short_name': '2117', 'types': ['subpremise']}, {'long_name': '833', 'short_name': '833', 'types': ['street_number']}, {'long_name': 'Rua Jerusalém', 'short_name': 'R. Jerusalém', 'types': ['route']}, {'long_name': 'Jardim Tropical', 'short_name': 'Jardim Tropical', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Boa Vista', 'short_name': 'Boa Vista', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Roraima', 'short_name': 'RR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '69316-788', 'short_name': '69316-788', 'types': ['postal_code']}]","R. Jerusalém, 833 - 2117 - Jardim Tropical, Boa Vista - RR, 69316-788, Brazil",True,Ek5SLiBKZXJ1c2Fsw6ltLCA4MzMgLSAyMTE3IC0gSmFyZGltIFRyb3BpY2FsLCBCb2EgVmlzdGEgLSBSUiwgNjkzMTYtNzg4LCBCcmF6aWwiIBoeChYKFAoSCZE3A0ziBJONEVKTNni85Q_TEgQyMTE3,['subpremise'],,,,,2.806238,-60.737008,ROOFTOP,2.807589230291502,-60.7356236697085,2.804891269708498,-60.7383216302915,208,"DR. ULYSSES GUIMARAES E.E.,RUA JERUSALEM 833 - 3626 2117,DR. SILVIO BOTELHO,BOA VISTA,RR",,
"[{'long_name': '460', 'short_name': '460', 'types': ['street_number']}, {'long_name': 'Rua João Pereira Caldas', 'short_name': 'R. João Pereira Caldas', 'types': ['route']}, {'long_name': 'Aparecida', 'short_name': 'Aparecida', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Boa Vista', 'short_name': 'Boa Vista', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Roraima', 'short_name': 'RR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '69306-450', 'short_name': '69306-450', 'types': ['postal_code']}]","R. João Pereira Caldas, 460 - Aparecida, Boa Vista - RR, 69306-450, Brazil",True,ChIJhVT3SgMGk40RQu67Rpk3V40,['premise'],2.8379676,-60.6633468,2.8377212,-60.6636717,2.8378605,-60.66350869999999,ROOFTOP,2.839181480291502,-60.66216026970849,2.836483519708498,-60.6648582302915,209,"CENTENARIO DE BOA VISTA E.M.,RUA JOAO PEREIRA CALDAS 460,APARECIDA,BOA VISTA,RR",,
"[{'long_name': '1', 'short_name': '1', 'types': ['street_number']}, {'long_name': 'Rua Joca Farias', 'short_name': 'Rua Joca Farias', 'types': ['route']}, {'long_name': 'Caranã', 'short_name': 'Caranã', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Boa Vista', 'short_name': 'Boa Vista', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Roraima', 'short_name': 'RR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '69317-558', 'short_name': '69317-558', 'types': ['postal_code']}]","Rua Joca Farias, 1 - Caranã, Boa Vista - RR, 69317-558, Brazil",True,Ej9SdWEgSm9jYSBGYXJpYXMsIDEgLSBDYXJhbsOjLCBCb2EgVmlzdGEgLSBSUiwgNjkzMTctNTU4LCBCcmF6aWwiMBIuChQKEgmpRLPghQWTjRG1DfNqQG7lohABKhQKEgmdR48Vfg-TjRHXG2-EHZIXTA,['street_address'],,,,,2.8372141,-60.71304499999999,RANGE_INTERPOLATED,2.838563080291502,-60.71169601970849,2.835865119708498,-60.7143939802915,210,"PEQUENO PRINCIPE E.E.,RUA JOCA FARIAS 1.018,CARANÃ,BOA VISTA,RR",,
"[{'long_name': '1018', 'short_name': '1018', 'types': ['street_number']}, {'long_name': 'Rua Joca Farias', 'short_name': 'Rua Joca Farias', 'types': ['route']}, {'long_name': 'Caranã', 'short_name': 'Caranã', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Boa Vista', 'short_name': 'Boa Vista', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Roraima', 'short_name': 'RR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '69313-310', 'short_name': '69313-310', 'types': ['postal_code']}]","Rua Joca Farias, 1018 - Caranã, Boa Vista - RR, 69313-310, Brazil",True,ChIJSY66jngPk40RAc4JcMTdHqA,"['establishment', 'point_of_interest', 'school']",,,,,2.8450046,-60.7175447,ROOFTOP,2.846275180291502,-60.71632801970848,2.843577219708498,-60.7190259802915,210,"PEQUENO PRINCIPE E.E.,RUA JOCA FARIAS 1.018,CARANÃ,BOA VISTA,RR","R7WJ+2X Caranã, Boa Vista - RR, Brazil",67JXR7WJ+2X
"[{'long_name': '1776', 'short_name': '1776', 'types': ['street_number']}, {'long_name': 'Rua Joca Farias', 'short_name': 'Rua Joca Farias', 'types': ['route']}, {'long_name': 'Caranã', 'short_name': 'Caranã', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Boa Vista', 'short_name': 'Boa Vista', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Roraima', 'short_name': 'RR', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '69317-558', 'short_name': '69317-558', 'types': ['postal_code']}]","Rua Joca Farias, 1776 - Caranã, Boa Vista - RR, 69317-558, Brazil",True,EkJSdWEgSm9jYSBGYXJpYXMsIDE3NzYgLSBDYXJhbsOjLCBCb2EgVmlzdGEgLSBSUiwgNjkzMTctNTU4LCBCcmF6aWwiMRIvChQKEgkrz0Z_dw-TjRFKQnliEHuGtRDwDSoUChIJnUePFX4Pk40R1xtvhB2SF0w,['street_address'],,,,,2.8507581,-60.7214854,RANGE_INTERPOLATED,2.852107080291502,-60.7201364197085,2.849409119708498,-60.7228343802915,211,"MARIA GONCALVES VIEIRA E.M.E.F.,RUA JOCA FARIAS, 1776,CARANÃ,BOA VISTA,RR",,
